I,P
20.0862535431902,32276.6065121055
19.9846310023441,31950.8381039884
19.9784215027147,31930.9860592106
20.0820973344943,32263.2506681681
20.0999167815873,32320.5323701389
19.8388504189418,31486.3988756119
19.9733466397677,31914.7660793857
20.0057510989287,32018.4061625829
19.9454712544681,31825.7458850251
20.1034912270874,32332.0287614063
19.9226306413539,31752.896933745
19.8391978751367,31487.5017863063
19.9605101364378,31873.7571925468
20.0491659364995,32157.5243799434
19.8340015999945,31471.0095574868
20.1307544548958,32419.7819938646
19.9479362495412,31833.6128492607
20.0121772351713,32038.9790153526
20.0024062629877,32007.7005047687
20.1337412811842,32429.4030382127
19.9328265161288,31785.405833767
20.1121589931778,32359.9151493491
19.9437532500344,31820.2634958606
20.0277873123855,32088.9811704121
20.0823246161041,32263.9809589265
20.0627654702353,32201.1646650934
19.935583462102,31794.1990379548
19.8791058833574,31614.3080577387
19.8419593048707,31496.2679244915
20.051104510151,32163.7433661598
19.9652595095938,31888.9269828342
19.9229307789542,31753.8536658401
20.0190054639308,32060.8463811913
20.1384771475169,32444.6609456849
20.0828056294738,32265.5265560981
20.0268669536597,32086.0319983669
19.9825185752111,31944.0838886926
20.0893718459795,32286.6288932827
19.9382432092473,31802.6833816878
20.0149605546756,32047.8916804178
19.9979772547676,31993.527542576
19.8769771145893,31607.5375371124
19.8506329944772,31523.8104225143
20.0788325968089,32252.7614760541
19.897687495529,31673.4374135786
19.921533691411,31749.400369442
20.0277858814108,32088.976584931
19.8511593860235,31525.4823175447
19.7841110953624,31312.8841466914
20.0540508304717,32173.1963768913
20.0092218581098,32029.5167493648
19.9527590110999,31849.0073724021
19.9263102181383,31764.6271127585
20.0507788298695,32162.6985347473
19.8667301779062,31574.9574369384
20.0488130466644,32156.3923664081
20.032698220272,32104.7198387592
19.9938540256693,31980.3359039817
20.0639552837951,32204.9841304103
20.0238670826325,32076.4202354346
19.9484851010139,31835.3646260299
20.0464620459846,32148.8512448882
19.8374558408498,31481.9723390131
19.9830231374847,31945.69709706
20.0684273698179,32219.3421678126
19.8221471335314,31433.4013586693
20.1036179708782,32332.4364415212
20.1989222353187,32639.7167574762
20.0608901721443,32195.1451599069
20.0505697206948,32162.0276899555
19.8084657061578,31390.0250905625
20.0517737636452,32165.8904854729
19.9888443531784,31964.3118860472
20.0813645642753,32260.8962210666
19.9631822373623,31882.2916033711
20.0035952608049,32011.5058686477
20.0023874957713,32007.6404424789
20.0367009469579,32117.550787026
19.9113800148634,31717.0443277041
20.1112400529986,32356.958117547
20.0040321627302,32012.9042214035
20.0937207540152,32300.6090992274
20.0208154620631,32066.6441412789
20.1637116638967,32526.0214451812
19.8875386364363,31641.1354412598
19.9116704382718,31717.9695713879
20.1056652309965,32339.021950472
20.1068280201931,32342.7626426898
19.8930145236413,31658.5621470243
19.9087061574351,31708.5264690476
20.1156663685256,32371.2026759865
19.9151218469529,31728.9662543183
20.0367577223801,32117.7328020287
19.8402882920375,31490.9631608929
20.0955683346024,32306.5493352538
20.0070714981269,32022.6327944928
19.8413596812791,31494.364320151
19.8818101979954,31622.9101399291
20.0089207224849,32028.5526782949
19.9984227541544,31994.9530123104
19.9458478193017,31826.9476184593
20.0780290123688,32250.1799217218
19.8493111433546,31519.6122292561
19.9990865537934,31997.0770388896
20.0808412044133,32259.2146781491
19.9794280260214,31934.2035397576
20.1030561815734,32330.6294271596
19.8875223891811,31641.0837424145
19.9173656563979,31736.1163752527
20.2499855152023,32804.9530692722
19.9869129917162,31958.1352750745
20.2225336302819,32716.0693142306
20.102901381242,32330.1315155153
20.0639092798534,32204.8364472149
19.9298060575338,31775.7735592728
20.0225293816955,32072.1346272687
20.2299465049507,32740.0588474535
20.0129016124664,32041.2984760209
20.0522041601778,32167.2713345162
19.8230841803253,31436.373313621
20.0495351608075,32158.7088131566
19.8174168668228,31418.4009018745
19.8468664867276,31511.8487473594
20.0166947592452,32053.4455267834
19.9237299592504,31756.4012391306
20.1127031322141,32361.666182766
20.0348960260777,32111.7647020596
20.0963471435955,32309.0534812719
20.1050417867375,32337.0164197168
20.1547391129194,32497.0806967874
20.1478137636808,32474.7519564773
20.0628338720449,32201.3842381817
19.9935110929715,31979.2388659819
20.1074157376709,32344.6534118029
20.1297424781767,32416.5225790169
19.9965586464195,31988.9886159755
20.0189726086927,32060.7411446072
19.935905550499,31795.2264094734
19.9659111149201,31891.0085319112
20.1731342040334,32556.4274891155
20.0335909159963,32107.5811991591
20.0253206978846,32081.07752425
20.0350977493165,32112.4113459732
20.1123047983074,32360.3843440015
19.8220362426729,31433.0496644672
20.1745456167307,32560.9832673238
19.9273257494392,31767.8649219411
20.0978024051285,32313.732921247
19.9965007380218,31988.8033412565
19.9183834450541,31739.3599251364
19.9560960244504,31859.6614829667
19.9719700777253,31910.3671028443
19.9853329062379,31953.0825098525
20.0782402905698,32250.8586532688
20.0350810597218,32112.3578455698
19.9071545578861,31703.5842073253
20.0122107525612,32039.0863363939
19.9706369309147,31906.1071541132
20.1341262355139,32430.6431414087
20.06512111581,32208.7268313699
19.9575671884513,31864.3590465239
19.9902554440323,31968.8250174131
20.1241089920895,32398.3810180398
20.1382413392631,32443.9011390725
19.9524459814886,31848.0080515378
20.1317159424602,32422.8789430324
19.9254427810993,31761.8616018289
19.700430165279,31048.5558957629
19.9204914172005,31746.0782642208
20.0440488527937,32141.1115530544
19.8420405037431,31496.5257081744
19.8621256734619,31560.3229014716
20.0096480533964,32030.8812176633
20.05623157469,32180.1939982075
20.0737932552243,32236.5740522791
20.0788528801819,32252.826638719
20.1683402130909,32540.9557560785
20.0389790456458,32124.8544953466
19.9948244609844,31983.4404180465
20.095813585064,32307.3378916516
19.9751413164554,31920.501648989
20.0498109668866,32159.593584631
19.9804626029363,31937.5108661869
20.0917569393998,32294.2957529535
20.0394012877623,32126.2083177574
19.9583944085456,31867.0005893653
20.1851854043941,32595.336784781
19.8370367202753,31480.642067324
20.1049993126927,32336.8797890699
20.0456387937145,32146.2107718456
19.9492857744731,31837.9202329275
19.9083577462565,31707.4166522345
20.1800098989485,32578.6239617329
19.9835535098072,31947.3928703461
19.9734669504406,31915.1505616274
19.8707660706357,31587.787538714
19.9967948652886,31989.7443907547
19.9532815629685,31850.675610488
20.1941766581904,32624.381672176
20.0527947477226,32169.1661755433
19.7780147848095,31293.5895062516
19.9642751003575,31885.7824226204
19.8582074451351,31547.8722347215
19.8728489639258,31594.4100754406
20.0454449038231,32145.5889113767
19.947151748605,31831.10903055
19.8644374282932,31567.6699474061
19.97207000332,31910.686417401
20.023651110417,32075.7283033364
19.9713143791243,31908.2718423853
19.9341480618807,31789.6207162386
20.0521212903238,32167.0054593485
19.912679864337,31721.1855503658
20.0285173392969,32091.3205448413
20.1477218153353,32474.4555478509
20.0411266847149,32131.7407034234
19.9688852314212,31900.5101908538
20.0082909838267,32026.5366474783
20.1430563647179,32459.4175769763
20.0951066125694,32305.0647816424
20.1386034444267,32445.0678953499
19.9367111220118,31797.7960290041
19.9709054517677,31906.9651650755
20.1320302462761,32423.8913469579
20.0205467731469,32065.7834476611
20.0610613274121,32195.6945265752
20.079485646281,32254.8595055365
19.9582826041297,31866.6435605046
20.0166382772675,32053.2646338376
20.012606799341,32040.3544724025
19.9870667515793,31958.626986567
20.0862920326967,32276.7302098221
20.1855653004038,32596.5637197494
19.9887441820728,31963.9915181079
20.0932585253748,32299.1230534039
20.1153261572818,32370.107713106
20.0924922077153,32296.6594493679
20.2287714775737,32736.2556393519
19.9379930098827,31801.8852209704
19.916032935481,31731.869430973
20.0207702746264,32066.499391149
20.0669212925811,32214.5064130117
20.1585526932605,32509.3797349569
20.0083726120404,32026.79796658
19.8780803587949,31611.0463000567
19.9800044295763,31936.0461604712
20.019666518313,32062.9638003571
20.1255279651658,32402.9500701336
19.9459594729121,31827.3039436041
19.9489431665306,31836.8266769174
19.8359594539867,31477.2229968164
19.9012725892968,31684.8520538798
20.133104764736,32427.3525974269
19.8800541309295,31617.3241798951
19.9903334213217,31969.0744236488
19.9527322995783,31848.9220974907
19.9017017008146,31686.2184470565
19.9634349196683,31883.0987033465
20.144701576926,32464.7201298723
20.0303546921668,32097.2087275208
19.9518449241282,31846.0892701167
20.0342212308435,32109.6016261105
20.0095958327224,32030.7140311121
20.0202095771561,32064.7033210603
20.0627827800086,32201.2202302247
19.9379796126904,31801.8424828847
20.003379946105,32010.8167414589
20.0263549533941,32084.3914175467
20.0881768334684,32282.7878794157
20.0372663737939,32119.3634987499
20.0445540481455,32142.7317591221
20.117828734155,32378.1626381434
19.8860479441768,31636.392227048
20.1331134813683,32427.3806762925
19.9465225719147,31829.1010169522
20.1201164381875,32385.5268388977
19.8582704749602,31548.0725005342
20.1173336173969,32376.5689498917
20.1241200520068,32398.4166294064
19.7769360337028,31290.1759104939
20.0795268128045,32254.9917620906
20.0423841857671,32135.7731079909
19.9818380830335,31941.9082541255
19.975097711839,31920.3622878013
19.6866127745138,31005.0178026919
19.9402005191204,31808.9277394184
20.011276707306,32036.0956365094
20.0403520794255,32129.2569173866
19.9899847122466,31967.9591036683
19.9010130828216,31684.025737811
20.028172363182,32090.2150567462
20.0061847581221,32019.7942860895
19.8889847790379,31645.7372432643
19.9504185481432,31841.5360196877
19.9298949218625,31776.0569277185
19.9397445378382,31807.4729787399
20.0897684383523,32287.9036725293
19.8613757111641,31557.9396112016
19.9591184777569,31869.3128327309
19.9221663141184,31751.4168517914
20.0299781794688,32096.0020695996
20.0031362354737,32010.0367403937
19.9591364580579,31869.37025211
20.056070575421,32179.6773541014
19.9028135331529,31689.7589228365
19.9109545823181,31715.6889903309
20.0275959256519,32088.3678848952
20.0296659935838,32095.0015851622
19.9215363813851,31749.4089435881
20.1391513008566,32446.8332095037
19.962537119164,31880.2310587199
20.1538841409735,32494.3236774227
20.042370339511,32135.7287060889
20.1125017105021,32361.0180043959
19.9485771287306,31835.6583568732
20.0908799947143,32291.4767169608
20.0283274721957,32090.7121066808
20.0098188352355,32031.4279855155
19.9166747131574,31733.9145303779
19.9022934685042,31688.1028245173
20.0027445644808,32008.7832089493
20.0462008571935,32148.0135045555
20.0289319824794,32092.6493087029
20.0423576241592,32135.6879307753
20.115268883499,32369.9233804369
19.9425790923897,31816.5168684974
20.039153598636,32125.414155978
20.0108323119206,32034.6727852646
20.0102226544031,32032.7208543029
19.9928175444685,31977.0202693127
20.015018425006,32048.0770042664
20.0722793781584,32231.7119547876
20.1215039193863,32389.9935982303
20.0946880886973,32303.7191505626
19.9184259862739,31739.4955016536
20.0746563066052,32239.3460662659
20.0541245611682,32173.4329531879
20.1004178624879,32322.1438597299
20.0657478955539,32210.739088634
20.1905795656739,32612.7602558247
19.904197627178,31694.1666545405
19.9591993883379,31869.5712178742
20.1720759403373,32553.0118194187
19.9535702105045,31851.5971316425
20.1702782415761,32547.2099474077
19.9914899529496,31972.7736431108
19.9331656923098,31786.4875613662
19.921293660882,31748.6352898478
20.015197098263,32048.6491905852
20.0232027939356,32074.2920101657
19.9795648738191,31934.6410037717
20.1713587261476,32550.6970287145
19.8616931142683,31558.9482692297
19.9556554235245,31858.2546705955
19.9898499512856,31967.5280859931
19.905138329693,31697.162553937
20.0350365896424,32112.2152918647
20.0563231902969,32180.4879930913
19.8295542268314,31456.8976667877
19.8197008319427,31425.6432854168
19.8872281662314,31640.1475308597
19.9324260267771,31784.1285850353
19.9749524447073,31919.8980134654
19.9999061101313,31999.6995531254
19.9677350393707,31896.835408201
20.0276732641643,32088.6157100897
19.892975116589,31658.4367191383
19.9682931822404,31898.6186089527
20.053832524545,32172.4959138
20.077273038867,32247.7514141772
20.2691261531627,32866.9980010259
19.8294708320399,31456.6330782977
20.0337334656187,32108.038125716
19.9656614950645,31890.2111148402
20.0623895441859,32199.9579378128
19.9864971331444,31956.8054122552
19.9472487987412,31831.4187711106
19.9337266304712,31788.2765902687
20.0998532950219,32320.3281985122
19.9991162366268,31997.1720196889
20.0257581044629,32082.479012677
20.0100806748323,32032.2662890638
19.9751576801573,31920.5539477717
20.0232898900079,32074.5710415435
20.0968104864462,32310.5433382509
20.0229175039267,32073.3780295244
20.1893037735485,32608.6389488496
20.0260272087309,32083.3412611865
20.0496711558197,32159.1450765207
19.9363284096923,31796.5752367284
19.8763539448963,31605.5556914237
19.9986323460608,31995.6236570328
20.15880250459,32510.185473525
19.9227323534823,31753.2211542793
19.917039760472,31735.0778256177
19.9766622580672,31925.362797831
19.8228961657977,31435.7769919996
20.2477596517361,32797.7416731578
19.8599982861596,31553.562554101
19.9798264039242,31935.4770504757
20.034752000263,32111.3030169635
19.9388295518542,31804.5539118314
20.1746750447525,32561.4010529089
20.1742989438811,32560.1870301664
20.0250191649934,32080.1114046682
20.2430900769543,32782.6156690949
19.8186798581391,31422.4057055526
19.972024050176,31910.5395728647
20.0977694828227,32313.6270547743
20.0327977529135,32105.0388647307
20.02393976485,32076.6530965073
19.985019453393,31952.0802041998
19.929033885757,31773.311329572
19.9703977855771,31905.3430171345
20.0924789006565,32296.616669866
20.0822350155113,32263.6930574583
19.9746271654819,31918.8584320007
20.1281850395986,32411.5066390657
20.1323624363382,32424.9613814466
20.0034981684527,32011.1951180232
19.8480295374737,31515.5421216343
19.909892080598,31712.3042128847
19.8340768368876,31471.2483177249
19.9358205716223,31794.9553491135
19.9475622255981,31832.4190995286
19.9973985363847,31991.6758578401
20.0630576610924,32202.1026169856
20.0231862637801,32074.2390523226
19.8700056841403,31585.3700710216
20.036216607917,32115.9980767494
19.9264065466866,31764.9342291067
20.0160831922972,32051.4869088771
19.8350861226498,31474.4513194346
19.8078355533474,31388.0279446761
20.0726108140246,32232.7763913039
19.9599070756777,31871.831237575
20.0808860279285,32259.3586933324
20.0614489316952,32196.9386591211
19.9889107510931,31964.5242412132
20.0221767102409,32071.0048172889
19.9246622000389,31759.3731028528
20.0888111779151,32284.8267633542
19.9024362270317,31688.5574216852
19.9252969731102,31761.3967573306
20.1027107431554,32329.518337838
19.913934315873,31725.1823949523
19.9256760117103,31762.6051618918
19.9274439942652,31768.2419315662
20.0666923121269,32213.771227966
20.0130133233998,32041.6561826063
19.9771833446248,31927.0283507804
20.0509627773333,32163.2886638406
19.9903800034243,31969.2234145045
20.0834998486608,32267.7572936927
19.9770654709914,31926.6515865821
19.8553980408909,31538.9465089771
20.106944227758,32343.1364942536
20.0806970352322,32258.7514736627
19.972952283157,31913.5058324212
20.02380916175,32076.2346676946
19.8953083117233,31665.8634254821
20.1267986529561,32407.0419213309
20.0485520693262,32155.5552061186
20.0026999609995,32008.6404583816
20.0915077039707,32293.494545497
19.921357284342,31748.8380840325
19.9449145314226,31823.9692532601
20.073761610911,32236.4724169348
19.8273691376219,31449.9653535619
19.859202491592,31551.0338881644
19.9927359235154,31976.759176594
19.8706276136876,31587.3473409476
20.1867154353972,32600.2784055763
19.9875075199703,31960.0365488696
20.1332157010083,32427.7099570661
20.0417619024118,32133.7776122371
19.9085833811344,31708.1353794864
20.0407104765197,32130.406112295
20.0828876065495,32265.7899693838
19.9232861112111,31754.986357534
19.8850672716068,31633.2720317061
19.9421533883535,31815.1585411696
20.0100716374703,32032.2373549356
19.9200547694971,31744.686561581
19.8369765365755,31480.4510490117
20.1325223225812,32425.4764055384
20.0318781104517,32102.0912505596
19.9414962777103,31813.0619035147
20.0636515542292,32204.0090951618
19.93964545682,31807.1568754945
19.7687832552691,31264.3833115045
20.0609211148307,32195.2444780368
20.0228906168029,32073.2918921963
20.1547300070121,32497.0513324444
19.8402037618117,31490.6948248166
19.9776771414669,31928.606717495
20.0575601855446,32184.4576477396
20.157501191235,32505.9883419712
19.8463000244372,31510.049972798
19.8867783490481,31638.7162483333
20.2084295807256,32670.4500895316
19.8804518210306,31618.5891686656
19.9569190235301,31862.289352939
19.8807067190301,31619.3999718471
20.0081524264071,32026.0930814671
19.9176677076918,31737.0789531222
20.0747690235906,32239.7081080411
20.0514650316245,32164.8999931567
20.1852946863456,32595.6897259689
20.0745606568442,32239.0388452254
19.9987730758582,31996.0739631738
19.9965809183345,31989.0598738799
19.9990153424216,31996.8491733132
19.9080314053657,31706.3771549623
20.124374726706,32399.2366512706
20.0186234234691,32059.6227016532
19.8603664097272,31554.7323142896
20.1319367775975,32423.5902733746
19.9424111810942,31815.9810972664
20.0660717107884,32211.7787122001
20.0078664803707,32025.1776877075
20.1380479746956,32443.2780984913
19.9858716141383,31954.8051341454
20.0632466245869,32202.7092095199
20.0294425880983,32094.2856311939
19.9202325684085,31745.2532463585
19.9240051922256,31757.2786319867
19.9434838683264,31819.4039044955
19.8293040121163,31456.1038083946
19.9227654581074,31753.3266799005
20.1684987965952,32541.4674966609
20.0071482850089,32022.8785998667
20.1620810647343,32520.7610288734
20.1257778076644,32403.7545890783
20.1019408654376,32327.0421246041
20.0482097528398,32154.4571435089
19.8290296429406,31455.2333264495
20.0899320642559,32288.4296277133
19.9886410436855,31963.6616618647
19.9545532658825,31854.7356832755
20.0606943014522,32194.5164685052
20.0032088431807,32010.2691219122
19.9967921958979,31989.7358500738
19.9367319459888,31797.8624548967
19.876272220989,31605.2957922289
19.9146886200939,31727.5858268237
19.7468541993045,31195.0600614871
19.8878981524537,31642.2794337897
19.9441922180692,31821.6642585032
20.0365373697764,32117.0263816358
19.9273596870208,31767.9731276721
19.9825300268676,31944.1205019731
20.1616725081288,32519.4430660031
19.8103952022146,31396.1406454342
20.1144675932876,32367.3445249133
20.0455901904116,32146.054886554
19.9510619642288,31843.5898800399
19.9973041845711,31991.3739720212
20.1431091405537,32459.5876678607
20.0523418636273,32167.7131372625
20.029132725865,32093.2926200254
20.0374306356794,32119.8901183731
19.983570295231,31947.4465395551
19.8799219852886,31616.9038512928
20.0875204147202,32280.6781129441
20.0187106110234,32059.9019622322
19.9746834487479,31919.0383102147
19.8543429827526,31535.5948221421
20.0237820342609,32076.1477564472
19.9012173663795,31684.6762131108
20.0380976625229,32122.0286346243
19.8877868370252,31641.9252219964
20.0992934542014,32318.5277886482
19.9559638599203,31859.2394862755
19.7847005085312,31314.7499369821
20.1358915517888,32436.330286832
19.7888183771392,31327.7866210723
19.9386894976319,31804.1071106383
20.0014185637971,32004.5395651367
20.1448035326762,32465.04874961
19.9007970784761,31683.3379486948
19.9853086221731,31953.0048578805
20.0558897567043,32179.097114646
20.0308492071696,32098.7935968294
20.0482913233121,32154.7187987514
19.9655318866064,31889.7970812079
20.130740899586,32419.738333301
20.1078382669317,32346.0127815267
20.2383031929712,32767.1132904501
19.8715243209361,31590.1983070043
19.963836222149,31884.3805363832
20.0412971302698,32132.2872531009
19.8572182500902,31544.7293305372
20.033440289449,32107.0983864734
19.7859477913862,31318.6984002768
19.9187716757846,31740.5972057632
19.8803298435239,31618.2011749844
20.1305160538196,32419.0141274471
19.953180647004,31850.353434558
20.0299440480285,32095.8926853723
19.8329644509149,31467.7183129003
20.1274769714607,32409.2263389344
20.0576173393149,32184.641066431
20.0303587608558,32097.2217670875
20.062596173582,32200.6212179381
20.0575369636578,32184.3831238799
20.0497288247528,32159.33007569
19.8415403112388,31494.9377538011
19.9283325766665,31771.0751428982
19.9693025039383,31901.8433995036
19.8818782848705,31623.1267307525
20.0287656404258,32092.116246328
20.0238488152639,32076.3617101235
20.0230377290313,32073.7631918569
20.0583231529858,32186.9062167685
19.9950069406383,31984.0242044938
20.0563376861882,32180.5345105929
19.738608203343,31169.0123044065
19.9853996355988,31953.2958875674
19.932903780299,31785.6522491726
19.9871055892418,31958.7511868402
20.039606813123,32126.8672979653
20.0659579519034,32211.4134822044
19.8387006843015,31485.9235873044
19.9861852682178,31955.8081260421
20.058352623827,32187.0007985431
19.8709200265135,31588.2770160077
19.856296809786,31541.8018398653
20.0289612766167,32092.743185617
19.9227534763295,31753.2884862879
19.9264565839001,31765.0937592045
19.8915111329987,31653.7772123369
20.1691427829176,32543.5456478172
19.8898602458683,31648.5232480138
20.0461250094244,32147.7702314777
19.990895567993,31970.8724488323
19.9687168712553,31899.9722787486
19.8361876096298,31477.9471107543
19.9344723566784,31790.655051134
20.2475526996372,32797.0712259668
20.0467320730543,32149.7173447058
20.2583401823532,32832.0277555157
20.1514125945708,32486.35436453
20.1234709018738,32396.326491085
19.9137992064232,31724.7519066993
19.8016252343448,31368.3489537154
20.0686390190479,32220.0217661482
20.0582098537667,32186.5426030194
19.8961281538395,31668.4732411204
19.8874891277566,31640.9779045311
20.0041268837999,32013.2073906533
20.1163842881314,32373.5133462224
20.0809985301459,32259.7201574179
19.9359847265276,31795.4789613073
19.9842789133546,31949.7122949401
20.0328321852555,32105.1492290088
20.1296110083822,32416.0991479026
19.849388412375,31519.8576276261
19.9618089241031,31877.9052417921
19.8936479579608,31660.5783260222
20.0928865787615,32297.927285358
20.0368076393369,32117.8928300633
19.9114747543156,31717.3461513396
20.0641034304928,32205.4597175611
19.8926642862227,31657.4473923488
19.8192000596506,31424.0552803564
20.0459288061542,32147.1409361122
19.8920448631387,31655.4759069699
19.9957129574928,31986.2829342756
19.8985501503329,31676.183846825
20.0211037191638,32067.567530681
20.0107047323627,32034.2643108641
19.7606954652363,31238.8068215848
20.2066227934667,32664.608377396
